Type;ESU;
Version;4.43;
Date;02.Jun 16;
Mode;ANALYZER;
Center Freq;2571698717.950000;Hz
Freq Offset;0.000000;Hz
Span;1000000000.000000;Hz
x-Axis;LIN;
Start;2071698717.950000;Hz
Stop;3071698717.950000;Hz
Ref Level;18.500000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;50.000000;dB
Rf Att;70.000000;dB
RBW;3000000.000000;Hz
VBW;1000.000000;Hz
SWT;0.002500;s
Trace Mode;MAXHOLD;
Detector;MAXPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Values;625;
2071698717.9499998;-22.951948165893555;
2073301282.0525639;-22.932916641235352;
2074903846.155128;-22.926120758056641;
2076506410.2576921;-22.899700164794922;
2078108974.3602562;-23.009500503540039;
2079711538.4628203;-22.99577522277832;
2081314102.5653844;-23.042152404785156;
2082916666.6679485;-22.994403839111328;
2084519230.7705126;-22.968132019042969;
2086121794.8730767;-23.034477233886719;
2087724358.9756408;-23.079198837280273;
2089326923.0782049;-23.110509872436523;
2090929487.180769;-23.074028015136719;
2092532051.2833331;-23.084280014038086;
2094134615.3858972;-23.163398742675781;
2095737179.4884613;-23.138645172119141;
2097339743.5910254;-23.138614654541016;
2098942307.6935894;-23.145589828491211;
2100544871.7961535;-23.172994613647461;
2102147435.8987176;-23.092313766479492;
2103750000.001282;-23.1336669921875;
2105352564.1038461;-23.200176239013672;
2106955128.2064102;-23.188299179077148;
2108557692.3089743;-23.15736198425293;
2110160256.4115384;-23.034700393676758;
2111762820.5141025;-23.29887580871582;
2113365384.6166666;-23.322660446166992;
2114967948.7192307;-23.26318359375;
2116570512.8217947;-23.346817016601563;
2118173076.9243588;-23.314105987548828;
2119775641.0269229;-23.385295867919922;
2121378205.129487;-23.328472137451172;
2122980769.2320511;-23.396144866943359;
2124583333.3346152;-23.369140625;
2126185897.4371793;-23.353523254394531;
2127788461.5397434;-23.385444641113281;
2129391025.6423075;-23.390987396240234;
2130993589.7448716;-23.386308670043945;
2132596153.8474357;-23.362375259399414;
2134198717.9499998;-23.371376037597656;
2135801282.0525639;-23.35820198059082;
2137403846.155128;-23.334491729736328;
2139006410.2576921;-23.359781265258789;
2140608974.3602562;-23.40423583984375;
2142211538.4628203;-23.363462448120117;
2143814102.5653844;-23.354669570922852;
2145416666.6679485;-23.266687393188477;
2147019230.7705126;-23.403415679931641;
2148621794.8730769;-23.393535614013672;
2150224358.9756408;-23.428571701049805;
2151826923.0782051;-23.376190185546875;
2153429487.180769;-23.426202774047852;
2155032051.2833333;-23.402551651000977;
2156634615.3858972;-23.408721923828125;
2158237179.4884615;-23.348634719848633;
2159839743.5910254;-23.367502212524414;
2161442307.6935897;-23.353225708007813;
2163044871.7961535;-23.320453643798828;
2164647435.8987179;-23.237506866455078;
2166250000.0012817;-23.217374801635742;
2167852564.1038461;-23.207761764526367;
2169455128.2064099;-23.213798522949219;
2171057692.3089743;-23.122907638549805;
2172660256.4115381;-23.177391052246094;
2174262820.5141025;-23.152101516723633;
2175865384.6166663;-23.090583801269531;
2177467948.7192307;-23.104249954223633;
2179070512.8217945;-23.118824005126953;
2180673076.9243588;-23.059497833251953;
2182275641.0269227;-23.007116317749023;
2183878205.129487;-23.01576042175293;
2185480769.2320509;-22.926107406616211;
2187083333.3346152;-22.852235794067383;
2188685897.4371791;-22.89494514465332;
2190288461.5397434;-22.877674102783203;
2191891025.6423073;-22.843219757080078;
2193493589.7448716;-22.797513961791992;
2195096153.8474355;-22.824695587158203;
2196698717.9499998;-22.790658950805664;
2198301282.0525641;-22.728231430053711;
2199903846.155128;-22.693643569946289;
2201506410.2576923;-22.637788772583008;
2203108974.3602562;-22.620784759521484;
2204711538.4628205;-22.505023956298828;
2206314102.5653844;-22.613439559936523;
2207916666.6679487;-22.608089447021484;
2209519230.7705126;-22.568716049194336;
2211121794.8730769;-22.482700347900391;
2212724358.9756408;-22.411720275878906;
2214326923.0782051;-22.355880737304688;
2215929487.180769;-22.469123840332031;
2217532051.2833333;-22.33363151550293;
2219134615.3858972;-22.270488739013672;
2220737179.4884615;-22.269163131713867;
2222339743.5910254;-22.307611465454102;
2223942307.6935897;-22.369560241699219;
2225544871.7961535;-22.360157012939453;
2227147435.8987179;-22.38337516784668;
2228750000.0012817;-22.333944320678711;
2230352564.1038461;-22.231950759887695;
2231955128.2064099;-22.318117141723633;
2233557692.3089743;-22.264602661132812;
2235160256.4115381;-22.326910018920898;
2236762820.5141025;-22.248851776123047;
2238365384.6166663;-22.265779495239258;
2239967948.7192307;-22.166366577148438;
2241570512.8217945;-22.312007904052734;
2243173076.9243588;-22.291545867919922;
2244775641.0269227;-22.278848648071289;
2246378205.129487;-22.236408233642578;
2247980769.2320509;-22.154787063598633;
2249583333.3346152;-22.172788619995117;
2251185897.4371791;-22.177736282348633;
2252788461.5397434;-22.154592514038086;
2254391025.6423073;-22.202669143676758;
2255993589.7448716;-22.159391403198242;
2257596153.8474355;-22.122419357299805;
2259198717.9499998;-22.163459777832031;
2260801282.0525637;-22.015449523925781;
2262403846.155128;-21.798112869262695;
2264006410.2576923;-21.426713943481445;
2265608974.3602562;-21.003351211547852;
2267211538.4628205;-20.342369079589844;
2268814102.5653844;-19.514822006225586;
2270416666.6679487;-17.699304580688477;
2272019230.7705126;-16.235736846923828;
2273621794.8730769;-13.339077949523926;
2275224358.9756408;-11.183262825012207;
2276826923.0782051;-6.8508443832397461;
2278429487.180769;-4.3957290649414062;
2280032051.2833333;-1.089015007019043;
2281634615.3858972;0.33477774262428284;
2283237179.4884615;1.5861791372299194;
2284839743.5910254;2.3880937099456787;
2286442307.6935897;2.8707683086395264;
2288044871.7961535;3.0541574954986572;
2289647435.8987179;3.5030932426452637;
2291250000.0012817;3.654576301574707;
2292852564.1038461;3.743767261505127;
2294455128.2064099;3.8594698905944824;
2296057692.3089743;4.0367193222045898;
2297660256.4115381;4.0689830780029297;
2299262820.5141025;4.1866974830627441;
2300865384.6166663;4.2773337364196777;
2302467948.7192307;4.175356388092041;
2304070512.8217945;4.3504748344421387;
