Dist 1000;ph 10.0;Err 0;6.7633149365;5.73815828715
Dist 1000;ph 10.0;Err 5;6.86393700846;12.5172846126
Dist 1000;ph 10.0;Err 10;6.618887026;22.6103398517
Dist 1000;ph 10.0;Err 40;-3.59370375138;81.7865200171
Dist 1000;ph -10.0;Err 0;-3.23616339942;4.26148486766
Dist 1000;ph -10.0;Err 5;-3.12047174406;11.8374475998
Dist 1000;ph -10.0;Err 10;-3.75865161124;23.2941903865
Dist 1000;ph -10.0;Err 40;0.675515900495;82.7577762118
Dist 1000;ph 350.0;Err 0;-3.23616339942;4.26148486766
Dist 1000;ph 350.0;Err 5;-3.25543273273;12.2576797638
Dist 1000;ph 350.0;Err 10;-2.81524446512;23.2009658404
Dist 1000;ph 350.0;Err 40;7.73351081628;81.3052892714
Dist 1000;ph 45.0;Err 0;24.2613949454;23.2363072686
Dist 1000;ph 45.0;Err 5;23.9736169141;25.5386037094
Dist 1000;ph 45.0;Err 10;24.6379889094;32.4837432749
Dist 1000;ph 45.0;Err 40;-12.2647385523;76.9478909534
Dist 1000;ph 90.0;Err 0;46.7606480806;45.7352241393
Dist 1000;ph 90.0;Err 5;46.5640607288;46.9374273752
Dist 1000;ph 90.0;Err 10;47.5880656253;51.6457675066
Dist 1000;ph 90.0;Err 40;-8.41216527066;71.136774332
Dist 1000;ph -70.0;Err 0;-33.2385086403;34.2640651611
Dist 1000;ph -70.0;Err 5;-33.3176712139;36.0482523095
Dist 1000;ph -70.0;Err 10;-33.4695975237;41.2299591995
Dist 1000;ph -70.0;Err 40;10.2444740525;73.7950382674
Dist 1000;ph 142.0;Err 0;72.7632625671;71.7377232082
Dist 1000;ph 142.0;Err 5;73.0938815982;72.9354675491
Dist 1000;ph 142.0;Err 10;41.6958627118;91.9139272267
Dist 1000;ph 142.0;Err 40;-1.05996618958;67.1980613465
Dist 1000;ph 21.443;Err 0;12.4842443925;11.459149581
Dist 1000;ph 21.443;Err 5;12.8479194617;16.2331882113
Dist 1000;ph 21.443;Err 10;12.6399859035;25.2994742979
Dist 1000;ph 21.443;Err 40;-12.7251308185;79.9768563233
Dist 35000;ph 0.0;Err 0;3.03969163802;2.04321061552
Dist 35000;ph 0.0;Err 5;3.08262227054;11.2423002625
Dist 35000;ph 0.0;Err 10;3.02054382743;22.9637767249
Dist 35000;ph 0.0;Err 40;-1.40283930759;80.9022598482
Dist 35000;ph 10.0;Err 0;8.03959875716;7.04330395169
Dist 35000;ph 10.0;Err 5;8.13856729552;13.2866025053
Dist 35000;ph 10.0;Err 10;8.34511423252;23.7365039322
Dist 35000;ph 10.0;Err 40;-2.59049787713;83.3263541606
Dist 35000;ph -10.0;Err 0;-1.96015740273;2.95694072374
Dist 35000;ph -10.0;Err 5;-1.7614641991;11.6404742834
Dist 35000;ph -10.0;Err 10;-2.82647880946;23.1587990324
Dist 35000;ph -10.0;Err 40;2.05062975558;81.9796591207
Dist 35000;ph 350.0;Err 0;-1.96015740273;2.95694072374
Dist 35000;ph 350.0;Err 5;-1.75174895043;11.9207296214
Dist 35000;ph 350.0;Err 10;-2.76957019016;23.0209163417
Dist 35000;ph 350.0;Err 40;2.79965189575;82.8168628527
Dist 35000;ph 45.0;Err 0;25.5398166501;24.5430873771
Dist 35000;ph 45.0;Err 5;25.6703801951;27.1059641179
Dist 35000;ph 45.0;Err 10;25.2134560329;32.6947326032
Dist 35000;ph 45.0;Err 40;-11.2096942364;77.3690420401
Dist 35000;ph 90.0;Err 0;48.0406546075;47.0422487605
Dist 35000;ph 90.0;Err 5;47.4895810387;47.9064805153
Dist 35000;ph 90.0;Err 10;47.9347893918;52.0493373529
Dist 35000;ph 90.0;Err 40;-4.77785739464;70.6057533777
Dist 35000;ph -70.0;Err 0;-31.9592289029;32.9578686424
Dist 35000;ph -70.0;Err 5;-31.8546217924;34.7132491141
Dist 35000;ph -70.0;Err 10;-31.6144817672;39.7021710544
Dist 35000;ph -70.0;Err 40;10.2837961297;75.440485527
Dist 35000;ph 142.0;Err 0;74.040402526;73.0424989718
Dist 35000;ph 142.0;Err 5;74.0936964458;73.9535938989
Dist 35000;ph 142.0;Err 10;37.1406339176;96.0650358449
Dist 35000;ph 142.0;Err 40;-6.1212205282;66.9710701819
Dist 35000;ph 21.443;Err 0;13.7610777368;12.7648254874
Dist 35000;ph 21.443;Err 5;14.2544251369;17.5355477574
Dist 35000;ph 21.443;Err 10;13.9773060134;26.4413612159
Dist 35000;ph 21.443;Err 40;-8.66771815074;79.7647058085
Dist 40000;ph 0.0;Err 0;1.04967164719;0.0524572996641
Dist 40000;ph 0.0;Err 5;0.84842946486;11.2247385468
Dist 40000;ph 0.0;Err 10;0.526999673405;22.9241689907
Dist 40000;ph 0.0;Err 40;1.16312635465;83.4832351162
Dist 40000;ph 10.0;Err 0;6.04969662582;5.05243185729
Dist 40000;ph 10.0;Err 5;6.32415946763;12.3542580388
Dist 40000;ph 10.0;Err 10;6.56275435565;23.1199956174
Dist 40000;ph 10.0;Err 40;-2.77580052231;82.4346620159
Dist 40000;ph -10.0;Err 0;-3.95043158214;4.94743907765
Dist 40000;ph -10.0;Err 5;-4.23534907428;12.328337405
Dist 40000;ph -10.0;Err 10;-3.14028098583;22.7665244093
Dist 40000;ph -10.0;Err 40;2.61528107064;81.4511438628
Dist 40000;ph 350.0;Err 0;-3.95043158214;4.94743907765
Dist 40000;ph 350.0;Err 5;-4.02431216781;12.4802278303
Dist 40000;ph 350.0;Err 10;-4.50430592224;23.2017595927
Dist 40000;ph 350.0;Err 40;2.9412578723;83.6193302559
Dist 40000;ph 45.0;Err 0;23.5492103264;22.5529168186
Dist 40000;ph 45.0;Err 5;23.6002716151;25.2692325269
Dist 40000;ph 45.0;Err 10;24.0092648115;32.4018413513
Dist 40000;ph 45.0;Err 40;-10.2132796718;76.5904068098
Dist 40000;ph 90.0;Err 0;46.0483741601;45.0537537082
Dist 40000;ph 90.0;Err 5;45.9407076834;46.2979780239
Dist 40000;ph 90.0;Err 10;46.7167833843;50.9007933653
Dist 40000;ph 90.0;Err 40;-9.27997824704;74.5055651467
Dist 40000;ph -70.0;Err 0;-33.9515945359;34.9462766582
Dist 40000;ph -70.0;Err 5;-34.0352190024;36.7451746804
Dist 40000;ph -70.0;Err 10;-34.3447832771;42.2977717921
Dist 40000;ph -70.0;Err 40;12.423858786;74.1316869077
Dist 40000;ph 142.0;Err 0;72.0489979919;71.0531317682
Dist 40000;ph 142.0;Err 5;71.8780232269;71.7564636813
Dist 40000;ph 142.0;Err 10;41.3112867136;92.343164297
Dist 40000;ph 142.0;Err 40;-4.99006096551;66.4355997038
Dist 40000;ph 21.443;Err 0;11.7711257905;10.7740021478
Dist 40000;ph 21.443;Err 5;11.9325274498;15.8087876752
Dist 40000;ph 21.443;Err 10;11.5772279953;24.8513926071
Dist 40000;ph 21.443;Err 40;-7.46282396249;81.3685940599
Dist 80000;ph 0.0;Err 0;9.84827753919;8.85174065306
Dist 80000;ph 0.0;Err 5;9.34108963111;14.1534129282
Dist 80000;ph 0.0;Err 10;9.97139417358;24.4553579098
Dist 80000;ph 0.0;Err 40;-7.79410400052;82.3659398121
Dist 80000;ph 10.0;Err 0;14.8482860569;13.8517313591
Dist 80000;ph 10.0;Err 5;15.016157398;17.9991905197
Dist 80000;ph 10.0;Err 10;14.7368073566;26.0297834521
Dist 80000;ph 10.0;Err 40;-6.89306800998;82.4314845308
Dist 80000;ph -10.0;Err 0;4.84826201732;3.85175725799
Dist 80000;ph -10.0;Err 5;4.45733729099;11.6708021559
Dist 80000;ph -10.0;Err 10;5.14475680259;22.7253025328
Dist 80000;ph -10.0;Err 40;-2.58509990261;83.4401652251
Dist 80000;ph 350.0;Err 0;4.84826201732;3.85175725799
Dist 80000;ph 350.0;Err 5;4.61481824546;11.6092584868
Dist 80000;ph 350.0;Err 10;4.47890027297;22.6902456708
Dist 80000;ph 350.0;Err 40;-2.99611385508;82.2048592482
Dist 80000;ph 45.0;Err 0;32.3482545749;31.3517633678
Dist 80000;ph 45.0;Err 5;32.2490657205;33.2026759577
Dist 80000;ph 45.0;Err 10;31.5768141144;38.1984992303
Dist 80000;ph 45.0;Err 40;-10.7166915085;74.3079272635
Dist 80000;ph 90.0;Err 0;54.8481613266;53.8518618093
Dist 80000;ph 90.0;Err 5;54.8734152334;55.0760657145
Dist 80000;ph 90.0;Err 10;55.2632489888;58.9867555345
Dist 80000;ph 90.0;Err 40;-6.98207498688;69.8020739249
Dist 80000;ph -70.0;Err 0;-25.1518476678;26.1481280251
Dist 80000;ph -70.0;Err 5;-24.909617602;28.2346980932
Dist 80000;ph -70.0;Err 10;-24.8710622613;34.2359009148
Dist 80000;ph -70.0;Err 40;13.3728295927;77.259217685
Dist 80000;ph 142.0;Err 0;80.8481993917;79.8518233144
Dist 80000;ph 142.0;Err 5;51.0313310395;101.894455223
Dist 80000;ph 142.0;Err 10;19.6832890242;103.917249995
Dist 80000;ph 142.0;Err 40;-1.43719486725;64.7877283477
Dist 80000;ph 21.443;Err 0;20.5697859234;19.5732310774
Dist 80000;ph 21.443;Err 5;20.2931716861;22.2723920442
Dist 80000;ph 21.443;Err 10;20.3074573895;29.7418962885
Dist 80000;ph 21.443;Err 40;-11.2910046752;78.6960218455
Dist 140000;ph 0.0;Err 0;10.7266286826;9.7342691026
Dist 140000;ph 0.0;Err 5;10.2900218193;14.7010074275
Dist 140000;ph 0.0;Err 10;10.3943139848;24.4709649775
Dist 140000;ph 0.0;Err 40;-5.46393350254;82.1355560613
Dist 140000;ph 10.0;Err 0;15.7266875957;14.7342109019
Dist 140000;ph 10.0;Err 5;15.8842506393;18.5664112428
Dist 140000;ph 10.0;Err 10;14.6438629024;26.2203265095
Dist 140000;ph 10.0;Err 40;-10.0785873535;79.4373018988
Dist 140000;ph -10.0;Err 0;5.72659420503;4.73430224302
Dist 140000;ph -10.0;Err 5;5.79098366811;12.0956179809
Dist 140000;ph -10.0;Err 10;5.7507904181;22.8626198739
Dist 140000;ph -10.0;Err 40;-5.00928784102;80.9350568354
Dist 140000;ph 350.0;Err 0;5.72659420503;4.73430224302
Dist 140000;ph 350.0;Err 5;5.49882043672;12.0450303992
Dist 140000;ph 350.0;Err 10;5.64373834407;22.6142028326
Dist 140000;ph 350.0;Err 40;-5.7115618166;81.3400982206
Dist 140000;ph 45.0;Err 0;33.2269678394;32.233927835
Dist 140000;ph 45.0;Err 5;33.1749397923;34.0330983244
Dist 140000;ph 45.0;Err 10;32.6180215701;39.2905744373
Dist 140000;ph 45.0;Err 40;-9.54625162598;75.2060673913
Dist 140000;ph 90.0;Err 0;55.7270339582;54.7338536485
Dist 140000;ph 90.0;Err 5;55.5328835411;55.6888855819
Dist 140000;ph 90.0;Err 10;55.8510580391;59.3787597308
Dist 140000;ph 90.0;Err 40;-3.17747519417;69.5570165037
Dist 140000;ph -70.0;Err 0;-24.2731012046;25.2660119161
Dist 140000;ph -70.0;Err 5;-24.515981205;27.9561116553
Dist 140000;ph -70.0;Err 10;-24.6344631088;34.0650676131
Dist 140000;ph -70.0;Err 40;14.0514881533;75.7963096842
Dist 140000;ph 142.0;Err 0;81.7266498295;80.7342411987
Dist 140000;ph 142.0;Err 5;43.0138040936;106.233983515
Dist 140000;ph 142.0;Err 10;21.1201978058;104.4454384
Dist 140000;ph 142.0;Err 40;1.50791773206;67.1354879775
Dist 140000;ph 21.443;Err 0;21.4482757504;20.4556226968
Dist 140000;ph 21.443;Err 5;21.6292859559;23.4556629885
Dist 140000;ph 21.443;Err 10;21.9434523132;31.3187963872
Dist 140000;ph 21.443;Err 40;-11.5075960114;76.8445093157
